Mask (Consumer product) #42	is-a	Consumer product	.
Mask (Consumer product) #42	is-a	Creative Work	.
Mask (Consumer product) #42	is-a	Musical Release	.
Mask (Consumer product) #42	is-a	Topic	.
Mask (Digital media Musical Release) #134	Credited A	"Monotremata"	.
Mask (Digital media Musical Release) #134	Format	Digital media	.
Mask (Digital media Musical Release) #134	Region	Earth	.
Mask (Digital media Musical Release) #134	Release Date	"2008"^^<http://www.w3.org/2001/XMLSchema#gYear>	.
Mask (Digital media Musical Release) #134	Release of	Mask (EP)	.
Mask (Digital media Musical Release) #134	is-a	Creative Work	.
Mask (Digital media Musical Release) #134	is-a	Musical Release	.
Mask (Digital media Musical Release) #134	is-a	Topic	.
Mask (Digital media Musical Release) #65	Catalog Number	"BSTRD002"	.
Mask (Digital media Musical Release) #65	Credited A	"Vaal"	.
Mask (Digital media Musical Release) #65	Format	Digital media	.
Mask (Digital media Musical Release) #65	Release of	Mask (Musical Album) #3	.
Mask (Digital media Musical Release) #65	is-a	Creative Work	.
Mask (Digital media Musical Release) #65	is-a	Musical Release	.
Mask (Digital media Musical Release) #65	is-a	Topic	.
Mask (Drama Film) #7	Art direction by	Edgar Martin Littaua	.
Mask (Drama Film) #7	Cinematography	Lee Briones-Meily	.
Mask (Drama Film) #7	Country of origin	Philippines	.
Mask (Drama Film) #7	Directed by	Laurice Guillen	.
Mask (Drama Film) #7	Edited by	Efren Jarlego	.
Mask (Drama Film) #7	Film festival	2011 Busan International Film Festival	.
Mask (Drama Film) #7	Genre	Drama (Film genre) #99	.
Mask (Drama Film) #7	Initial release date	"2011-07-15"^^<http://www.w3.org/2001/XMLSchema#date>	.
Mask (Drama Film) #7	Language	Filipino language	.
Mask (Drama Film) #7	Language	Tagalog language	.
Mask (Drama Film) #7	Music by	Von de Guzman	.
Mask (Drama Film) #7	Produced by	Anna Feleo	.
Mask (Drama Film) #7	Production design by	Edgar Martin Littaua	.
Mask (Drama Film) #7	Release date(s)	"2011-07-15"^^<http://www.w3.org/2001/XMLSchema#date>	.
Mask (Drama Film) #7	Release date(s)	"2011-10-07"^^<http://www.w3.org/2001/XMLSchema#date>	.
Mask (Drama Film) #7	Runtime	"83.0"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Drama Film) #7	Screenplay by	Ina Feleo	.
Mask (Drama Film) #7	Title ID	"tt1964947"	.
Mask (Drama Film) #7	Trailer	<http://www.youtube.com/watch?v=syTqZ9-U-X4>	.
Mask (Drama Film) #7	is-a	Film	.
Mask (Drama Film) #7	is-a	Topic	.
Mask (EP)	Artist	Monotremata (Musical Group)	.
Mask (EP)	Initial release date	"2008"^^<http://www.w3.org/2001/XMLSchema#gYear>	.
Mask (EP)	Primary release	Mask (Digital media Musical Release) #134	.
Mask (EP)	Release type	EP (m/0l14fq)	.
Mask (EP)	is-a	Musical Album	.
Mask (EP)	is-a	Topic	.
Mask (Electronic Album)	Artist	Vangelis	.
Mask (Electronic Album)	Genre	Classical music	.
Mask (Electronic Album)	Genre	Electronic music	.
Mask (Electronic Album)	Initial release date	"1985"^^<http://www.w3.org/2001/XMLSchema#gYear>	.
Mask (Electronic Album)	Primary release	Mask (Consumer product) #42	.
Mask (Electronic Album)	Release type	Album	.
Mask (Electronic Album)	is-a	Musical Album	.
Mask (Electronic Album)	is-a	Topic	.
Mask (Fictional Character)	Appears In These Fictional Universe	Joshiraku (Fictional Universe)	.
Mask (Fictional Character)	Regular Featured Appearance	Joshiraku	.
Mask (Fictional Character)	is-a	Comic Book Character	.
Mask (Fictional Character)	is-a	Fictional Character	.
Mask (Fictional Character)	is-a	Topic	.
Mask (Film)	Directed by	Kazem Rastgoftar	.
Mask (Film)	Initial release date	"2004"^^<http://www.w3.org/2001/XMLSchema#gYear>	.
Mask (Film)	is-a	Film	.
Mask (Film)	is-a	Topic	.
Mask (Fmv9 extended remix) (Musical Recording)	Canonical version	Mask (Musical Recording) #9	.
Mask (Fmv9 extended remix) (Musical Recording)	Length	"418.0"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Fmv9 extended remix) (Musical Recording)	Recorded by	Soman (Musical Artist)	.
Mask (Fmv9 extended remix) (Musical Recording)	Release	Extended Electronics, Volume 2 (Consumer product)	.
Mask (Fmv9 extended remix) (Musical Recording)	is-a	Musical Recording	.
Mask (Fmv9 extended remix) (Musical Recording)	is-a	Topic	.
Mask (Fmv9 extended remix) (m/0shqkj2)	Recording	Mask (Fmv9 extended remix) (Musical Recording)	.
Mask (Fmv9 extended remix) (m/0shqkj2)	Release	Extended Electronics, Volume 2 (Consumer product)	.
Mask (Fmv9 extended remix) (m/0shqkj2)	Track #	"17"^^<http://www.w3.org/2001/XMLSchema#int>	.
Mask (Fmv9 extended remix) (m/0shqkj2)	is-a	Release track	.
Mask (Fmv9 extended remix) (m/0shqkj2)	is-a	Topic	.
Mask (Gothic rock Album)	Album content type	Studio album	.
Mask (Gothic rock Album)	Artist	Bauhaus (Alternative Artist)	.
Mask (Gothic rock Album)	Genre	Gothic rock	.
Mask (Gothic rock Album)	Genre	Post-punk	.
Mask (Gothic rock Album)	Initial release date	"1981-10"^^<http://www.w3.org/2001/XMLSchema#gYearMonth>	.
Mask (Gothic rock Album)	Primary release	Mask (Gramophone record Musical Release)	.
Mask (Gothic rock Album)	Release type	Album	.
Mask (Gothic rock Album)	is-a	Musical Album	.
Mask (Gothic rock Album)	is-a	Topic	.
Mask (Gramophone record Musical Release)	Catalog Number	"BEGA 29"	.
Mask (Gramophone record Musical Release)	Credited A	"Bauhaus"	.
Mask (Gramophone record Musical Release)	Format	Gramophone record	.
Mask (Gramophone record Musical Release)	Producer	Bauhaus (Alternative Artist)	.
Mask (Gramophone record Musical Release)	Region	United Kingdom	.
Mask (Gramophone record Musical Release)	Release Date	"1981-10"^^<http://www.w3.org/2001/XMLSchema#gYearMonth>	.
Mask (Gramophone record Musical Release)	Release of	Mask (Gothic rock Album)	.
Mask (Gramophone record Musical Release)	is-a	Creative Work	.
Mask (Gramophone record Musical Release)	is-a	Musical Release	.
Mask (Gramophone record Musical Release)	is-a	Topic	.
Mask (Hard rock Album)	Artist	Roger Glover	.
Mask (Hard rock Album)	Genre	Hard rock	.
Mask (Hard rock Album)	Genre	New Wave	.
Mask (Hard rock Album)	Genre	Pop rock	.
Mask (Hard rock Album)	Genre	Psychedelic rock	.
Mask (Hard rock Album)	Initial release date	"1984-06-18"^^<http://www.w3.org/2001/XMLSchema#date>	.
Mask (Hard rock Album)	Primary release	Mask (Compact Disc Musical Release) #37	.
Mask (Hard rock Album)	Release type	Album	.
Mask (Hard rock Album)	is-a	Musical Album	.
Mask (Hard rock Album)	is-a	Topic	.
Mask (Literary Series)	ISFDB ID	"19729"	.
Mask (Literary Series)	is-a	Literary Series	.
Mask (Literary Series)	is-a	Topic	.
Mask (Masamix)	Recording	MASK (masamix) (Musical Recording)	.
Mask (Masamix)	Release	V-SIT (Consumer product) #1	.
Mask (Masamix)	Track #	"1"^^<http://www.w3.org/2001/XMLSchema#int>	.
Mask (Masamix)	is-a	Release track	.
Mask (Masamix)	is-a	Topic	.
Mask (Ms megamix, Part 1) (Musical Recording)	Canonical version	Mask (Musical Recording) #9	.
Mask (Ms megamix, Part 1) (Musical Recording)	Length	"279.0"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Ms megamix, Part 1) (Musical Recording)	Recorded by	Soman (Musical Artist)	.
Mask (Ms megamix, Part 1) (Musical Recording)	Release	Re:Up (Consumer product) #1	.
Mask (Ms megamix, Part 1) (Musical Recording)	Release	Re:Up (Consumer product) #2	.
Mask (Ms megamix, Part 1) (Musical Recording)	is-a	Musical Recording	.
Mask (Ms megamix, Part 1) (Musical Recording)	is-a	Topic	.
Mask (Ms megamix, Part 1) (m/0m726cd)	Recording	Mask (Ms megamix, Part 1) (Musical Recording)	.
Mask (Ms megamix, Part 1) (m/0m726cd)	Release	Re:Up (Consumer product) #1	.
Mask (Ms megamix, Part 1) (m/0m726cd)	Track #	"13"^^<http://www.w3.org/2001/XMLSchema#int>	.
Mask (Ms megamix, Part 1) (m/0m726cd)	is-a	Release track	.
Mask (Ms megamix, Part 1) (m/0m726cd)	is-a	Topic	.
Mask (Ms megamix, Part 1) (m/0mf1lgh)	Recording	Mask (Ms megamix, Part 1) (Musical Recording)	.
Mask (Ms megamix, Part 1) (m/0mf1lgh)	Release	Re:Up (Consumer product) #2	.
Mask (Ms megamix, Part 1) (m/0mf1lgh)	Track #	"13"^^<http://www.w3.org/2001/XMLSchema#int>	.
Mask (Ms megamix, Part 1) (m/0mf1lgh)	is-a	Release track	.
Mask (Ms megamix, Part 1) (m/0mf1lgh)	is-a	Topic	.
Mask (Musical Album) #115	Artist	Soman (Musical Artist)	.
Mask (Musical Album) #115	Initial release date	"2007-04-20"^^<http://www.w3.org/2001/XMLSchema#date>	.
Mask (Musical Album) #115	Primary release	Mask (Consumer product) #26	.
Mask (Musical Album) #115	Release type	Album	.
Mask (Musical Album) #115	is-a	Musical Album	.
Mask (Musical Album) #115	is-a	Topic	.
Mask (Musical Album) #133	Album content type	Compilation album	.
Mask (Musical Album) #133	Artist	Guru Guru	.
Mask (Musical Album) #133	Initial release date	"1996"^^<http://www.w3.org/2001/XMLSchema#gYear>	.
Mask (Musical Album) #133	Primary release	Mask (Consumer product) #116	.
Mask (Musical Album) #133	Release type	Album	.
Mask (Musical Album) #133	is-a	Musical Album	.
Mask (Musical Album) #133	is-a	Topic	.
Mask (Musical Album) #145	Artist	AntiQuark	.
Mask (Musical Album) #145	Initial release date	"2002"^^<http://www.w3.org/2001/XMLSchema#gYear>	.
Mask (Musical Album) #145	Primary release	Mask (Musical Release) #46	.
Mask (Musical Album) #145	Release type	Album	.
Mask (Musical Album) #145	is-a	Musical Album	.
Mask (Musical Album) #145	is-a	Topic	.
Mask (Musical Album) #3	Artist	m/0qfbtp9	.
Mask (Musical Album) #3	Primary release	Mask (Digital media Musical Release) #65	.
Mask (Musical Album) #3	Release type	Single	.
Mask (Musical Album) #3	is-a	Musical Album	.
Mask (Musical Album) #3	is-a	Topic	.
Mask (Musical Album) #55	Artist	Jeff Gauthier Goatette	.
Mask (Musical Album) #55	Primary release	Mask (Musical Release) #8	.
Mask (Musical Album) #55	is-a	Musical Album	.
Mask (Musical Album) #55	is-a	Topic	.
Mask (Musical Album) #66	Artist	In Grey	.
Mask (Musical Album) #66	Primary release	Mask (Musical Release) #108	.
Mask (Musical Album) #66	Release type	Single	.
Mask (Musical Album) #66	is-a	Musical Album	.
Mask (Musical Album) #66	is-a	Topic	.
Mask (Musical Group) #103	is-a	Musical Artist	.
Mask (Musical Group) #103	is-a	Musical Group	.
Mask (Musical Group) #103	is-a	Topic	.
Mask (Musical Group) #137	is-a	Musical Artist	.
Mask (Musical Group) #137	is-a	Musical Group	.
Mask (Musical Group) #137	is-a	Topic	.
Mask (Musical Recording) #100	Length	"441.373"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #100	Recorded by	Sadus	.
Mask (Musical Recording) #100	Release	Elements of Anger (Consumer product)	.
Mask (Musical Recording) #100	is-a	Canonical Version	.
Mask (Musical Recording) #100	is-a	Musical Recording	.
Mask (Musical Recording) #100	is-a	Topic	.
Mask (Musical Recording) #101	Length	"275.973"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #101	Recorded by	Bauhaus (Alternative Artist)	.
Mask (Musical Recording) #101	Recording of Composition	Mask (Composition) #19	.
Mask (Musical Recording) #101	Release	1979-1983, Volume One (Consumer product) #1	.
Mask (Musical Recording) #101	Release	1979-1983, Volume One (Consumer product) #2	.
Mask (Musical Recording) #101	Release	1979–1983, Volume One	.
Mask (Musical Recording) #101	Release	Mask (Consumer product) #102	.
Mask (Musical Recording) #101	Release	Mask (Consumer product) #12	.
Mask (Musical Recording) #101	Release	Mask (Consumer product) #121	.
Mask (Musical Recording) #101	Release	Mask (Gramophone record Musical Release)	.
Mask (Musical Recording) #101	is-a	Canonical Version	.
Mask (Musical Recording) #101	is-a	Musical Recording	.
Mask (Musical Recording) #101	is-a	Topic	.
Mask (Musical Recording) #104	Length	"276.0"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #104	Recorded by	WSNB	.
Mask (Musical Recording) #104	Release	Jomo Swamp Root Boogie (Compact Disc Musical Release)	.
Mask (Musical Recording) #104	is-a	Canonical Version	.
Mask (Musical Recording) #104	is-a	Musical Recording	.
Mask (Musical Recording) #104	is-a	Topic	.
Mask (Musical Recording) #109	Length	"399.0"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #109	Recorded by	Monotremata (Musical Group)	.
Mask (Musical Recording) #109	Release	Mask (Digital media Musical Release) #134	.
Mask (Musical Recording) #109	is-a	Canonical Version	.
Mask (Musical Recording) #109	is-a	Musical Recording	.
Mask (Musical Recording) #109	is-a	Topic	.
Mask (Musical Recording) #11	Length	"448.306"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #11	Recorded by	Shelly Manne	.
Mask (Musical Recording) #11	Release	Mannekind (Consumer product)	.
Mask (Musical Recording) #11	is-a	Canonical Version	.
Mask (Musical Recording) #11	is-a	Musical Recording	.
Mask (Musical Recording) #11	is-a	Topic	.
Mask (Musical Recording) #111	Recorded by	m/0g5zr45	.
Mask (Musical Recording) #111	Release	Black Cat Dub	.
Mask (Musical Recording) #111	is-a	Canonical Version	.
Mask (Musical Recording) #111	is-a	Musical Recording	.
Mask (Musical Recording) #111	is-a	Topic	.
Mask (Musical Recording) #117	Canonical version	Mask (Musical Recording) #23	.
Mask (Musical Recording) #117	Length	"243.0"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #117	Recorded by	Jeffed	.
Mask (Musical Recording) #117	Release	Time Warp Compilation 4 (Consumer product)	.
Mask (Musical Recording) #117	is-a	Musical Recording	.
Mask (Musical Recording) #117	is-a	Topic	.
Mask (Musical Recording) #128	Length	"213.0"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #128	Recorded by	Phase Theory	.
Mask (Musical Recording) #128	Release	Phased Out (Musical Release)	.
Mask (Musical Recording) #128	is-a	Canonical Version	.
Mask (Musical Recording) #128	is-a	Musical Recording	.
Mask (Musical Recording) #128	is-a	Topic	.
Mask (Musical Recording) #130	Length	"216.266"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #130	Recorded by	Junichi Nakatsuru	.
Mask (Musical Recording) #130	Release	Ace Combat 5: The Unsung War (Multi-Part Musical Release)	.
Mask (Musical Recording) #130	Release	Ace Combat 5: The Unsung War (disc 2)	.
Mask (Musical Recording) #130	is-a	Canonical Version	.
Mask (Musical Recording) #130	is-a	Musical Recording	.
Mask (Musical Recording) #130	is-a	Topic	.
Mask (Musical Recording) #131	Engineer	m/0nhr9k3	.
Mask (Musical Recording) #131	Length	"188.24"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #131	Producer	Kim Hyeong-seok	.
Mask (Musical Recording) #131	Producer	m/0nhb1cb	.
Mask (Musical Recording) #131	Producer	m/0nhdr6p	.
Mask (Musical Recording) #131	Recorded by	Baby V.O.X	.
Mask (Musical Recording) #131	Recording of Composition	Mask (Composition) #21	.
Mask (Musical Recording) #131	Release	Come Come Come Baby (Consumer product)	.
Mask (Musical Recording) #131	is-a	Canonical Version	.
Mask (Musical Recording) #131	is-a	Musical Recording	.
Mask (Musical Recording) #131	is-a	Topic	.
Mask (Musical Recording) #132	Length	"192.813"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #132	Recorded by	Tenside	.
Mask (Musical Recording) #132	Release	Tear Down Your Fears (Consumer product)	.
Mask (Musical Recording) #132	is-a	Canonical Version	.
Mask (Musical Recording) #132	is-a	Musical Recording	.
Mask (Musical Recording) #132	is-a	Topic	.
Mask (Musical Recording) #135	Length	"150.0"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #135	Recorded by	The Contrast (Rock Artist)	.
Mask (Musical Recording) #135	Release	Perfect Disguise: Introducing The Contrast (Consumer product)	.
Mask (Musical Recording) #135	Release	Wireless Days	.
Mask (Musical Recording) #135	is-a	Canonical Version	.
Mask (Musical Recording) #135	is-a	Musical Recording	.
Mask (Musical Recording) #135	is-a	Topic	.
Mask (Musical Recording) #138	Length	"86.4"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #138	Recorded by	Full Cycle (Musical Artist)	.
Mask (Musical Recording) #138	Recorded by	Roni Size	.
Mask (Musical Recording) #138	Release	Full Cycle Live (Compact Disc Musical Release)	.
Mask (Musical Recording) #138	is-a	Canonical Version	.
Mask (Musical Recording) #138	is-a	Musical Recording	.
Mask (Musical Recording) #138	is-a	Topic	.
Mask (Musical Recording) #140	Canonical version	Mask (Musical Recording) #88	.
Mask (Musical Recording) #140	Length	"142.0"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #140	Recorded by	Militant Cheerleaders on the Move	.
Mask (Musical Recording) #140	is-a	Musical Recording	.
Mask (Musical Recording) #140	is-a	Topic	.
Mask (Musical Recording) #141	Length	"227.706"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #141	Recorded by	Pspazz	.
Mask (Musical Recording) #141	Release	Brainstorm Biscuits (Consumer product)	.
Mask (Musical Recording) #141	is-a	Canonical Version	.
Mask (Musical Recording) #141	is-a	Musical Recording	.
Mask (Musical Recording) #141	is-a	Topic	.
Mask (Musical Recording) #147	Length	"184.56"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #147	Recorded by	radicalfashion	.
Mask (Musical Recording) #147	Release	Odori (Consumer product)	.
Mask (Musical Recording) #147	is-a	Canonical Version	.
Mask (Musical Recording) #147	is-a	Musical Recording	.
Mask (Musical Recording) #147	is-a	Topic	.
Mask (Musical Recording) #148	Length	"242.493"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #148	Recorded by	Babyland	.
Mask (Musical Recording) #148	Release	Decade One (Compact Disc Musical Release)	.
Mask (Musical Recording) #148	Release	You Suck Crap (Compact Disc Musical Release)	.
Mask (Musical Recording) #148	Release	Zwischenfall, Volume 2: From the 80's to the 90's (Multi-Part Musical Release)	.
Mask (Musical Recording) #148	Release	Zwischenfall, Volume 2: From the 80's to the 90's (disc 2)	.
Mask (Musical Recording) #148	is-a	Canonical Version	.
Mask (Musical Recording) #148	is-a	Musical Recording	.
Mask (Musical Recording) #148	is-a	Topic	.
Mask (Musical Recording) #15	Length	"234.0"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #15	Recorded by	Azumi Uehara	.
Mask (Musical Recording) #15	Release	Lazy (Compact Disc Musical Release) #155	.
Mask (Musical Recording) #15	is-a	Canonical Version	.
Mask (Musical Recording) #15	is-a	Musical Recording	.
Mask (Musical Recording) #15	is-a	Topic	.
Mask (Musical Recording) #151	Length	"280.533"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #151	Recorded by	Belasco (Musical Group)	.
Mask (Musical Recording) #151	Release	Daft Wild Sparkling Strawberry Soda (disc 2) (Consumer product)	.
Mask (Musical Recording) #151	Release	Something Between Us (Compact Disc Musical Release) #1	.
Mask (Musical Recording) #151	Release	Something Between Us (Compact Disc Musical Release) #5	.
Mask (Musical Recording) #151	Release	Technique (Consumer product) #21	.
Mask (Musical Recording) #151	is-a	Canonical Version	.
Mask (Musical Recording) #151	is-a	Musical Recording	.
Mask (Musical Recording) #151	is-a	Topic	.
Mask (Musical Recording) #16	Length	"346.506"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #16	Recorded by	David Arkenstone	.
Mask (Musical Recording) #16	Release	Return of the Guardians (Musical Release)	.
Mask (Musical Recording) #16	is-a	Canonical Version	.
Mask (Musical Recording) #16	is-a	Musical Recording	.
Mask (Musical Recording) #16	is-a	Topic	.
Mask (Musical Recording) #18	Length	"200.0"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #18	Recorded by	Crivits	.
Mask (Musical Recording) #18	Release	Once Again (Consumer product) #130	.
Mask (Musical Recording) #18	is-a	Canonical Version	.
Mask (Musical Recording) #18	is-a	Musical Recording	.
Mask (Musical Recording) #18	is-a	Topic	.
Mask (Musical Recording) #2	Canonical version	Mask (Musical Recording) #101	.
Mask (Musical Recording) #2	ISRC	"GBAZP8100285"	.
Mask (Musical Recording) #2	Length	"276.0"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #2	Recorded by	Bauhaus (Alternative Artist)	.
Mask (Musical Recording) #2	Recording of Composition	Mask (Composition) #19	.
Mask (Musical Recording) #2	Release	When the Sun Settles Down (Consumer product)	.
Mask (Musical Recording) #2	is-a	Cataloged instance	.
Mask (Musical Recording) #2	is-a	Musical Recording	.
Mask (Musical Recording) #2	is-a	Topic	.
Mask (Musical Recording) #20	Length	"378.0"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #20	Recorded by	Forsaken (Musical Group) #143	.
Mask (Musical Recording) #20	Release	Sad to See (Musical Release)	.
Mask (Musical Recording) #20	is-a	Canonical Version	.
Mask (Musical Recording) #20	is-a	Musical Recording	.
Mask (Musical Recording) #20	is-a	Topic	.
Mask (Musical Recording) #22	Length	"277.293"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #22	Recorded by	Dummy (Musical Artist)	.
Mask (Musical Recording) #22	Recording of Composition	Mask (Composition) #19	.
Mask (Musical Recording) #22	Release	Satori: A Tribute to Bauhaus (Compact Disc Musical Release)	.
Mask (Musical Recording) #22	is-a	Canonical Version	.
Mask (Musical Recording) #22	is-a	Musical Recording	.
Mask (Musical Recording) #22	is-a	Topic	.
Mask (Musical Recording) #23	Length	"186.693"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #23	Recorded by	Jeffed	.
Mask (Musical Recording) #23	Release	Impulz: The Spring Edition (Compact Disc Musical Release)	.
Mask (Musical Recording) #23	is-a	Canonical Version	.
Mask (Musical Recording) #23	is-a	Musical Recording	.
Mask (Musical Recording) #23	is-a	Topic	.
Mask (Musical Recording) #24	Canonical version	Mask (remixed by ESC) (Musical Recording) #2	.
Mask (Musical Recording) #24	Length	"354.0"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #24	Recorded by	Wynardtage	.
Mask (Musical Recording) #24	Release	The Grey Line (Compact Disc Musical Release) #4	.
Mask (Musical Recording) #24	Release	The Grey Line (Compact Disc Musical Release) #5	.
Mask (Musical Recording) #24	Release	The Grey Line (Consumer product)	.
Mask (Musical Recording) #24	is-a	Musical Recording	.
Mask (Musical Recording) #24	is-a	Topic	.
Mask (Musical Recording) #25	Canonical version	Mask (Musical Recording) #35	.
Mask (Musical Recording) #25	Length	"228.76"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #25	Recorded by	Nit	.
Mask (Musical Recording) #25	Recording of Composition	Mask (Composition) #52	.
Mask (Musical Recording) #25	Release	Adieu, Sweet Bahnhof (Consumer product)	.
Mask (Musical Recording) #25	Release	Hits (Multi-Part Musical Release) #94	.
Mask (Musical Recording) #25	Release	Hits (disc 1) (Musical Release Component)	.
Mask (Musical Recording) #25	is-a	Musical Recording	.
Mask (Musical Recording) #25	is-a	Topic	.
Mask (Musical Recording) #28	Length	"331.0"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #28	Recorded by	Lucky Dube	.
Mask (Musical Recording) #28	Release	Respect (Musical Release) #197	.
Mask (Musical Recording) #28	is-a	Canonical Version	.
Mask (Musical Recording) #28	is-a	Musical Recording	.
Mask (Musical Recording) #28	is-a	Topic	.
Mask (Musical Recording) #29	Length	"144.466"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #29	Recorded by	Chris Wilson (Musician) #6	.
Mask (Musical Recording) #29	Release	Landlocked (Consumer product) #13	.
Mask (Musical Recording) #29	is-a	Canonical Version	.
Mask (Musical Recording) #29	is-a	Musical Recording	.
Mask (Musical Recording) #29	is-a	Topic	.
Mask (Musical Recording) #31	Length	"324.0"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #31	Recorded by	Agonizer	.
Mask (Musical Recording) #31	Release	Cain (Musical Release)	.
Mask (Musical Recording) #31	is-a	Canonical Version	.
Mask (Musical Recording) #31	is-a	Musical Recording	.
Mask (Musical Recording) #31	is-a	Topic	.
Mask (Musical Recording) #32	Canonical version	Mask (Musical Recording) #35	.
Mask (Musical Recording) #32	Length	"351.0"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #32	Recorded by	Nit	.
Mask (Musical Recording) #32	Recording of Composition	Mask (Composition) #52	.
Mask (Musical Recording) #32	Release	Urk (Consumer product) #1	.
Mask (Musical Recording) #32	is-a	Musical Recording	.
Mask (Musical Recording) #32	is-a	Topic	.
Mask (Musical Recording) #33	Canonical version	Mask (Musical Recording) #101	.
Mask (Musical Recording) #33	Length	"277.8"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #33	Recorded by	Bauhaus (Alternative Artist)	.
Mask (Musical Recording) #33	Recording of Composition	Mask (Composition) #19	.
Mask (Musical Recording) #33	Release	Crackle (Consumer product)	.
Mask (Musical Recording) #33	is-a	Musical Recording	.
Mask (Musical Recording) #33	is-a	Topic	.
Mask (Musical Recording) #34	Canonical version	Mask (Musical Recording) #76	.
Mask (Musical Recording) #34	Length	"276.64"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #34	Recorded by	Keiko Matsui	.
Mask (Musical Recording) #34	Release	Dream Walk (Compact Disc Musical Release)	.
Mask (Musical Recording) #34	is-a	Musical Recording	.
Mask (Musical Recording) #34	is-a	Topic	.
Mask (Musical Recording) #35	Length	"221.0"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #35	Recorded by	Nit	.
Mask (Musical Recording) #35	Recording of Composition	Mask (Composition) #52	.
Mask (Musical Recording) #35	Release	Adieu, Sweet Bahnhof (Gramophone record Musical Release) #1	.
Mask (Musical Recording) #35	Release	Adieu, Sweet Bahnhof (Gramophone record Musical Release) #2	.
Mask (Musical Recording) #35	is-a	Canonical Version	.
Mask (Musical Recording) #35	is-a	Musical Recording	.
Mask (Musical Recording) #35	is-a	Topic	.
Mask (Musical Recording) #41	Canonical version	Mask (Musical Recording) #77	.
Mask (Musical Recording) #41	Recorded by	None (Musical Group)	.
Mask (Musical Recording) #41	Release	My Only Heart Of Lion (Consumer product)	.
Mask (Musical Recording) #41	is-a	Musical Recording	.
Mask (Musical Recording) #41	is-a	Topic	.
Mask (Musical Recording) #44	Recorded by	m/0gdt676	.
Mask (Musical Recording) #44	Recording of Composition	Mask (Composition) #90	.
Mask (Musical Recording) #44	Release	Afterlife (Compact Disc Musical Release) #60	.
Mask (Musical Recording) #44	is-a	Canonical Version	.
Mask (Musical Recording) #44	is-a	Musical Recording	.
Mask (Musical Recording) #44	is-a	Topic	.
Mask (Musical Recording) #45	Length	"284.773"^^<http://www.w3.org/2001/XMLSchema#float>	.
Mask (Musical Recording) #45	Recorded by	REDALiCE	.
Mask (Musical Recording) #45	Recording of Composition	Mask (Composition) #51	.
Mask (Musical Recording) #45	Recording of Composition	m/0zk1n_3	.
Mask (Musical Recording) #45	Release	Intervention (Compact Disc Musical Release) #59	.
Mask (Musical Recording) #45	is-a	Canonical Version	.
Mask (Musical Recording) #45	is-a	Musical Recording	.
Mask (Musical Recording) #45	is-a	Topic	.
